grant_sn,S_N,org_name_geojson,grantee_name_grantCSV,has_geometry,X,Y,WKT,Location_geojson,Type_of_Grant_geojson,Commodities_geojson,organization_type,municipality,district,province,direct_hh,total_hh,area_ha_org,grant_title,implementation_period,enterprise_commodity,main_category,subcategory,enterprise_classification,women_count_org,women_json,restoration_records_org,area_direct_total_org,area_contributed_total_org,people_benefited_total_org,restoration_json,loa_contracts_org,loa_total_NPR_org,loa_total_USD_org,dbg_contracts_org,dbg_total_NPR_org,dbg_total_USD_org,finance_contracts_org,finance_total_NPR_org,finance_total_USD_org,finance_sites_org,finance_json
57,57,Sundardeep Mahila Machhapalan S.S.L,Sundardeep Mahila Machhapalan S.S.L,True,84.5746220000000,27.6198110000000,POINT (84.5746219550832 27.6198109339704),"Khairahani Municipality-7, Majhui, Chitwan, Bagmati Province,",DBG,Fisheries,cooperative,"Khairahani Municipality-7, Majhui",Chitwan,Bagmati,26.0,26.0,,Empowering Women through Sustainable Fish Farming and Value Chain Development in Chitwan,16 December 2024 - 16 December 2025,Fisheries,Other / needs review,Fish,Farm-based,26,"[{""org_id"": 57, ""producer_group"": ""Sundardeep Mahila Macchapalan SSL"", ""year_block"": ""2025"", ""women_count"": 26, ""product"": ""Dried fish""}]",1,652.0,652.0,26.0,"[{""org_id"": 57, ""org_name"": ""SUNDARDEEP MAHILA MACHHAPALAN S.S.L"", ""year_block"": ""2025"", ""area_direct_ha"": 652.0, ""area_contributed_ha"": 652.0, ""people_benefited"": 26.0}]",0,,,1,5116239.0,37695.3494540000,1,5116239.0,37695.3494540000,CHITWAN (DBG),"[{""org_id"": 57, ""org_name_raw"": ""SUNDARDEEP MAHILA MACHHAPALAN S.S.L"", ""sheet"": ""DBG"", ""site_code"": ""CHITWAN (DBG)"", ""service_start"": ""2024-12-16"", ""service_end"": ""2025-12-15"", ""cur"": ""NPR"", ""cur_value"": 5116239.0, ""usd_value"": 37695.3494540456}]"
61,61,Shree Chhotadanda Agriculture Cooperative,Shree Chhotadanda Agriculture Cooperative,False,,,,"Dhulikhel Municipality -09, Kavrepalanchok, Bagmati Province, Nepal",DBG,Nursery,cooperative,Dhulikhel Municipality-09,Kavrepalanchok,Bagmati,100.0,320.0,,"Establishing a nursery to support building resilient community, livelihoods and conserve biodiversity",17 December 2024 - 17 December 2025,Nursery,Other / needs review,Nursery,Farm-based,0,,1,19.0,115.0,320.0,"[{""org_id"": 61, ""org_name"": ""SHREE CHHOTADANDA AGRICULTURE COOPERATIVE"", ""year_block"": ""2025"", ""area_direct_ha"": 19.0, ""area_contributed_ha"": 115.0, ""people_benefited"": 320.0}]",0,,,1,4054100.0,29869.7375590000,1,4054100.0,29869.7375590000,KAVREPAL (DBG),"[{""org_id"": 61, ""org_name_raw"": ""SHREE CHHOTADANDA AGRICULTURE COOPERATIVE"", ""sheet"": ""DBG"", ""site_code"": ""KAVREPAL (DBG)"", ""service_start"": ""2024-12-17"", ""service_end"": ""2025-12-16"", ""cur"": ""NPR"", ""cur_value"": 4054100.0, ""usd_value"": 29869.7375594936}]"
63,63,Rajapani Community Forest User’s Group,Rajapani Community Forest User’s Group,True,83.1686350000000,27.6896060000000,POINT (83.1686351936515 27.6896058250228),"Banganga Municipality-3, Rajapani Kapilvastu, Lumbini Province, Nepal",DBG,Aquaculture Agroforestry,forest_sector,"Banganga Municipality-3, Rajapani",Kapilvastu,Lumbini,265.0,2604.0,452.94,Climate resilient and Inclusive Fisheries: Supporting communities to build sustainable livelihoods,4 December 2024 - 4 December 2025,Aquaculture Agroforestry,Other / needs review,Fish,Integrated,0,,1,55.0,452.94,265.0,"[{""org_id"": 63, ""org_name"": ""RAJAPANI COMMUNITY FOREST USERS GROUP"", ""year_block"": ""2025"", ""area_direct_ha"": 55.0, ""area_contributed_ha"": 452.94, ""people_benefited"": 265.0}]",0,,,1,6351101.0,47007.238600000,1,6351101.0,47007.238600000,KAPILVASTU DBG,"[{""org_id"": 63, ""org_name_raw"": ""RAJAPANI COMMUNITY FOREST USERS GROUP"", ""sheet"": ""DBG"", ""site_code"": ""KAPILVASTU DBG"", ""service_start"": ""2024-12-04"", ""service_end"": ""2025-12-03"", ""cur"": ""NPR"", ""cur_value"": 6351101.0, ""usd_value"": 47007.238599946}]"
64,64,Shree Mishreet Fish Farming Limited,Shree Mishreet Fish Farming Limited,True,84.0160450000000,27.6187400000000,POINT (84.0160450208367 27.6187398519187),"Madhyabindu Municipality-2, Sitapur, Nawalpur, Gandaki",DBG,Fisheries,cooperative,"Madhyabindu Municipality-2, Sitapur",Nawalpur,Gandaki,28.0,28.0,,Establishing Sustainable Fish Feed Production to Enhance Aquaculture in Nawalpur,17 December 2024 - 17 December 2025,Fisheries,Other / needs review,Fish,Farm-based,0,,1,91.0,91.0,28.0,"[{""org_id"": 64, ""org_name"": ""SHREE MISHREET FISH FARMING LIMITED"", ""year_block"": ""2025"", ""area_direct_ha"": 91.0, ""area_contributed_ha"": 91.0, ""people_benefited"": 28.0}]",0,,,1,5353845.0,39445.9794000000,1,5353845.0,39445.9794000000,NAWALPUR (DBG),"[{""org_id"": 64, ""org_name_raw"": ""SHREE MISHREET FISH FARMING LIMITED"", ""sheet"": ""DBG"", ""site_code"": ""NAWALPUR (DBG)"", ""service_start"": ""2024-12-17"", ""service_end"": ""2025-12-16"", ""cur"": ""NPR"", ""cur_value"": 5353845.0, ""usd_value"": 39445.9793996712}]"
68,68,Hanuman Krishi Sahakari Sanstha LTD,Hanuman Krishi Sahakari Sanstha LTD,False,,,,"Bhangaha Municipality-6, Mahottari, Nepal",DBG,Climate Smart Farming,cooperative,Bhangaha Municipality-6,Mahottari,Madhesh,460.0,4000.0,,Farmers Cooperatives Driving Climate-Smart Farming and Markets in Madhesh.,October 2025 - July 2026,Climate Smart Agriculture,Other / needs review,Agri products,Farm-based,0,,1,0,0,460.0,"[{""org_id"": 68, ""org_name"": ""Hanuman Krishi Sahakari Sanstha LTD"", ""year_block"": ""2025"", ""area_direct_ha"": null, ""area_contributed_ha"": null, ""people_benefited"": 460.0}]",0,,,1,3771960.0,26617.0825340000,1,3771960.0,26617.0825340000,DHANUSHA (DBG),"[{""org_id"": 68, ""org_name_raw"": ""HANUMAN KRISHI SAHAKARI SANSTHA LTD"", ""sheet"": ""DBG"", ""site_code"": ""DHANUSHA (DBG)"", ""service_start"": ""2025-10-10"", ""service_end"": ""2026-06-30"", ""cur"": ""NPR"", ""cur_value"": 3771960.0, ""usd_value"": 26617.0825335906}]"
69,69,Hatemalo Beekeeping Cooperative Ltd,Hatemalo Beekeeping Cooperative Ltd,False,,,,"Ratnanagar-15, Chitwan",DBG,Honey,cooperative,Ratnanagar Municipality-15,Chitwan,Bagmati,49.0,214.0,,Strengthening an Inclusive Chiuri Honey Value Chain through Sustainable Management and Restoration of Chiuri Forest Landscapes.,October 2025 - July 2026,Honey,Other / needs review,Honey,Forest-based,0,,1,0,0,49.0,"[{""org_id"": 69, ""org_name"": ""Hatemalo Beekeeping Cooperative Ltd"", ""year_block"": ""2025"", ""area_direct_ha"": null, ""area_contributed_ha"": null, ""people_benefited"": 49.0}]",0,,,1,8114290.0,57259.0182910000,1,8114290.0,57259.0182910000,CHITWAN (DBG),"[{""org_id"": 69, ""org_name_raw"": ""HATEMALO BEEKEEPING COOPERATIVE LTD"", ""sheet"": ""DBG"", ""site_code"": ""CHITWAN (DBG)"", ""service_start"": ""2025-10-10"", ""service_end"": ""2026-06-30"", ""cur"": ""NPR"", ""cur_value"": 8114290.0, ""usd_value"": 57259.0182906204}]"
71,71,"National Farmers Group Federation Nepal (of Shivashakti Krishi Sahakari, Jyoti Samajik Udhyami Mahila Sahakari, Digo Niji Banjanya Upaj Tatha Krishi Sahakari)","National Farmers Group Federation Nepal (of Shivashakti Krishi Sahakari, Jyoti Samajik Udhyami Mahila Sahakari, Digo Niji Banjanya Upaj Tatha Krishi Sahakari)",False,,,,Madesh and Bagmati,DBG,Safe Vegetable Production - PGS,,,,,,,,Strengthening Safe Agriculture Product Value Chain by Integration of the Participatory Guarantee System (PGS) led by Farmers’ Cooperatives.,October 2025 - July 2026,PGS,Other / needs review,PGS,Farm-based,1302,"[{""org_id"": 71, ""producer_group"": ""National Farmers Group Federation Nepal (Jyoti Samajik Udhyami Mahila Sahakari)"", ""year_block"": ""2026"", ""women_count"": 1302, ""product"": ""PGS""}]",1,0,0,1844.0,"[{""org_id"": 71, ""org_name"": ""National Farmers Group Federation Nepal (of Shivashakti Krishi Sahakari, Jyoti Samajik Udhyami Mahila Sahakari, Digo Niji Banjanya Upaj Tatha Krishi Sahakari)"", ""year_block"": ""2025"", ""area_direct_ha"": null, ""area_contributed_ha"": null, ""people_benefited"": 1844.0}]",0,,,0,,,0,,,,
73,38,Sakriya Mahila Krishi Sahakari Sanstha Limited (SMKSSL),Sakriya Mahila Krisi Sahakari Sanstha SA. LT,True,85.5080160000000,27.5935940000000,POINT (85.5080159217063 27.5935941972749),"Panauti Municipality-8, Kavrepalanchok, Bagmati Province, Nepal",DBG,Agriculture products value addition,cooperative,Panauti Municipality-8,Kavrepalanchok,Bagmati,155.0,155.0,,Scaling Up Sustainable and Market-Linked Vegetable Enterprises for Women Farmers.,October 2025 - July 2026,Agriculture products value addition,Other / needs review,Agri products,Farm-based,555,"[{""org_id"": 38, ""producer_group"": ""Sakriya Mahila Agriculture Cooperative"", ""year_block"": ""2019-2024"", ""women_count"": 400, ""product"": ""Safe farm basket of products""}, {""org_id"": 38, ""producer_group"": ""Sakriya Mahila Agriculture Cooperative"", ""year_block"": ""2026"", ""women_count"": 155, ""product"": ""Agriculture products value addition""}]",2,2.0,5.0,555.0,"[{""org_id"": 38, ""org_name"": ""Sakriye Mahila Sahakari Limited"", ""year_block"": ""2024"", ""area_direct_ha"": 2.0, ""area_contributed_ha"": 5.0, ""people_benefited"": 400.0}, {""org_id"": 38, ""org_name"": ""Sakriya Mahila Krisi Sahakari Sanstha SA. LT"", ""year_block"": ""2025"", ""area_direct_ha"": null, ""area_contributed_ha"": null, ""people_benefited"": 155.0}]",0,,,2,10232820.0,75137.6822350000,2,10232820.0,75137.6822350000,KAVREPLANC(DBG),"[{""org_id"": 38, ""org_name_raw"": ""SAKRIYA MAHILA KRISI SHAKARI SA LT"", ""sheet"": ""DBG"", ""site_code"": ""KAVREPLANC(DBG)"", ""service_start"": ""2023-12-24"", ""service_end"": ""2024-12-23"", ""cur"": ""NPR"", ""cur_value"": 5988500.0, ""usd_value"": 45080.887390001}, {""org_id"": 38, ""org_name_raw"": ""SAKRIYA MAHILA KRISI SHAKARI SA LT"", ""sheet"": ""DBG"", ""site_code"": ""KAVREPLANC(DBG)"", ""service_start"": ""2025-09-18"", ""service_end"": ""2026-06-30"", ""cur"": ""NPR"", ""cur_value"": 4244320.0, ""usd_value"": 30056.7948445575}]"
2,2,Aadhar Ekata  Mahila Samuha,Aadhar Ekata Mahila Krishak Samuha,True,85.5272950000000,27.5759480000000,POINT (85.5272947507264 27.5759480219402),"Khopasi-10, Panauti, Kavre",LoA,Pesticide free vegetables by women group - Production,farmers_group,Panauti Municipality-10,Kavrepalanchok,Bagmati,290.0,,28.0,Building entrepreneurial capacities of agroforestry women producers operating in forest and farm landscape.,Feb 2020- December 2020,Pesticide free vegetables by women group - Production,Agriculture / agroforestry,Vegetables,Farm-based,234,"[{""org_id"": 2, ""producer_group"": ""Aadhar Ekta Mahila Krishak Samuha"", ""year_block"": ""2025"", ""women_count"": 234, ""product"": ""Safe agriculture products.""}]",2,29.34,28.0,597.0,"[{""org_id"": 2, ""org_name"": ""Adhar Ekta Women Producer Group"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 28.34, ""area_contributed_ha"": null, ""people_benefited"": 572.0}, {""org_id"": 2, ""org_name"": ""AADHAR EKTA MAHILA KRISHAK SAMUHA"", ""year_block"": ""2025"", ""area_direct_ha"": 1.0, ""area_contributed_ha"": 28.0, ""people_benefited"": 25.0}]",3,6998262.0,56135.0796830000,0,,,3,6998262.0,56135.0796830000,,"[{""org_id"": 2, ""org_name_raw"": ""ADHAR EKATA MAHILA SANTHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2020-02-14"", ""service_end"": ""2020-04-14"", ""cur"": ""NPR"", ""cur_value"": 2127000.0, ""usd_value"": 18657.8947368412}, {""org_id"": 2, ""org_name_raw"": ""ADHAR EKATA MAHILA SANTHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2021-12-16"", ""service_end"": ""2023-02-28"", ""cur"": ""NPR"", ""cur_value"": 1531412.0, ""usd_value"": 12757.5141619461}, {""org_id"": 2, ""org_name_raw"": ""AADHAR EKTA MAHILA KRISHAK SAMUHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2024-12-06"", ""service_end"": ""2025-12-05"", ""cur"": ""NPR"", ""cur_value"": 3339850.0, ""usd_value"": 24719.6707843301}]"
5,5,NFGF (National Farmer Group Federation),NFGF (National Farmer Group Federation),True,86.4777690000000,26.7140210000000,POINT (86.4777685254509 26.7140205357528),"Nayabazar-17, Kathmandu",LoA,Safe vegetable production,farmers_group,Kathmandu Metropolitan City,,Bagmati,,271000.0,,Climate resilience livelihood practices on forest farm landscape by small holder disadvantaged farmers specially women,Feb 2020- November 2020,Safe vegetable production,Agriculture / agroforestry,Vegetables,Farm-based,0,,2,33.0,6.0,578.0,"[{""org_id"": 5, ""org_name"": ""National Farmers Group Federation Nepal"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 29.0, ""area_contributed_ha"": null, ""people_benefited"": 425.0}, {""org_id"": 5, ""org_name"": ""NFGF"", ""year_block"": ""2024"", ""area_direct_ha"": 4.0, ""area_contributed_ha"": 6.0, ""people_benefited"": 153.0}]",3,5658966.0,45829.3419080000,1,4347475.0,30678.2417860000,4,10006441.0,76507.583694000,KATHMANDU LOA,"[{""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2020-02-14"", ""service_end"": ""2020-02-20"", ""cur"": ""NPR"", ""cur_value"": 1615600.0, ""usd_value"": 14171.9298245608}, {""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2021-12-15"", ""service_end"": ""2023-02-28"", ""cur"": ""NPR"", ""cur_value"": 1599586.0, ""usd_value"": 13325.4415194936}, {""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2023-12-06"", ""service_end"": ""2024-12-05"", ""cur"": ""NPR"", ""cur_value"": 2443780.0, ""usd_value"": 18331.9705641872}, {""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""DBG"", ""site_code"": ""KATHMANDU LOA"", ""service_start"": ""2025-10-13"", ""service_end"": ""2026-06-30"", ""cur"": ""NPR"", ""cur_value"": 4347475.0, ""usd_value"": 30678.2417861594}]"
16,2,Aadhar Ekata  Mahila Samuha,Adhar Ekta Mahila Sanstha,True,85.5272950000000,27.5759480000000,POINT (85.5272947507264 27.5759480219402),"Khopasi-10, Panauti, Kavre",LoA,Pesticide free vegetables by women group - Production,farmers_group,Panauti Municipality-10,Kavrepalanchok,Bagmati,290.0,,28.0,Empowering women producers through product diversification and value addition,15 December 2021- 15 November 2022,Pesticide free vegetables by women group - Production,Agriculture / agroforestry,Vegetables,Farm-based,234,"[{""org_id"": 2, ""producer_group"": ""Aadhar Ekta Mahila Krishak Samuha"", ""year_block"": ""2025"", ""women_count"": 234, ""product"": ""Safe agriculture products.""}]",2,29.34,28.0,597.0,"[{""org_id"": 2, ""org_name"": ""Adhar Ekta Women Producer Group"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 28.34, ""area_contributed_ha"": null, ""people_benefited"": 572.0}, {""org_id"": 2, ""org_name"": ""AADHAR EKTA MAHILA KRISHAK SAMUHA"", ""year_block"": ""2025"", ""area_direct_ha"": 1.0, ""area_contributed_ha"": 28.0, ""people_benefited"": 25.0}]",3,6998262.0,56135.0796830000,0,,,3,6998262.0,56135.0796830000,,"[{""org_id"": 2, ""org_name_raw"": ""ADHAR EKATA MAHILA SANTHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2020-02-14"", ""service_end"": ""2020-04-14"", ""cur"": ""NPR"", ""cur_value"": 2127000.0, ""usd_value"": 18657.8947368412}, {""org_id"": 2, ""org_name_raw"": ""ADHAR EKATA MAHILA SANTHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2021-12-16"", ""service_end"": ""2023-02-28"", ""cur"": ""NPR"", ""cur_value"": 1531412.0, ""usd_value"": 12757.5141619461}, {""org_id"": 2, ""org_name_raw"": ""AADHAR EKTA MAHILA KRISHAK SAMUHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2024-12-06"", ""service_end"": ""2025-12-05"", ""cur"": ""NPR"", ""cur_value"": 3339850.0, ""usd_value"": 24719.6707843301}]"
43,2,Aadhar Ekata  Mahila Samuha,Aadhar Ekta Mahila Krishak Samuha,True,85.5272950000000,27.5759480000000,POINT (85.5272947507264 27.5759480219402),"Khopasi-10, Panauti, Kavre",LoA,Pesticide free vegetables by women group - Production,farmers_group,Panauti Municipality-10,Kavrepalanchok,Bagmati,290.0,,28.0,Strengthening Women Farmers’ Resilience: Adoption of Climate-Smart Agriculture and Participatory Guarantee System for Sustainable Farming,6 December 2024 - 6 December 2025,Organic (Safe) Vegetables,Agriculture / agroforestry,Vegetables,Farm-based,234,"[{""org_id"": 2, ""producer_group"": ""Aadhar Ekta Mahila Krishak Samuha"", ""year_block"": ""2025"", ""women_count"": 234, ""product"": ""Safe agriculture products.""}]",2,29.34,28.0,597.0,"[{""org_id"": 2, ""org_name"": ""Adhar Ekta Women Producer Group"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 28.34, ""area_contributed_ha"": null, ""people_benefited"": 572.0}, {""org_id"": 2, ""org_name"": ""AADHAR EKTA MAHILA KRISHAK SAMUHA"", ""year_block"": ""2025"", ""area_direct_ha"": 1.0, ""area_contributed_ha"": 28.0, ""people_benefited"": 25.0}]",3,6998262.0,56135.0796830000,0,,,3,6998262.0,56135.0796830000,,"[{""org_id"": 2, ""org_name_raw"": ""ADHAR EKATA MAHILA SANTHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2020-02-14"", ""service_end"": ""2020-04-14"", ""cur"": ""NPR"", ""cur_value"": 2127000.0, ""usd_value"": 18657.8947368412}, {""org_id"": 2, ""org_name_raw"": ""ADHAR EKATA MAHILA SANTHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2021-12-16"", ""service_end"": ""2023-02-28"", ""cur"": ""NPR"", ""cur_value"": 1531412.0, ""usd_value"": 12757.5141619461}, {""org_id"": 2, ""org_name_raw"": ""AADHAR EKTA MAHILA KRISHAK SAMUHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2024-12-06"", ""service_end"": ""2025-12-05"", ""cur"": ""NPR"", ""cur_value"": 3339850.0, ""usd_value"": 24719.6707843301}]"
58,58,Coffee Sahakari Sangh Ltd.,Cofee Sahakari Sangh Ltd.,True,85.7340650000000,27.7152810000000,POINT (85.7340652543108 27.7152806345987),"Chautara Sangachok Gadi Municipality – 10, Sindhupalchok,",DBG,Csoffee and vegetables,cooperative,Chautara Sangachok Gadi Municipality-10,Sindhupalchok,Bagmati,447.0,743.0,,Empowering Smallholder Coffee Producer Cooperatives through Inclusive Value Chain and Resilient Agroforestry,4 December 2024 - 4 December 2025,Coffee and vegetables,Agriculture / agroforestry,Vegetables,Integrated,227,"[{""org_id"": 58, ""producer_group"": ""Coffee Cooperative Union Ltd"", ""year_block"": ""2025"", ""women_count"": 227, ""product"": ""Value added (roasted) coffee beans""}]",1,30.0,124.0,447.0,"[{""org_id"": 58, ""org_name"": ""COFEE SAHAKARI SANGH LTD"", ""year_block"": ""2025"", ""area_direct_ha"": 30.0, ""area_contributed_ha"": 124.0, ""people_benefited"": 447.0}]",0,,,1,6526585.0,48306.0713940000,1,6526585.0,48306.0713940000,SINDUPALCH DBG,"[{""org_id"": 58, ""org_name_raw"": ""COFEE SAHAKARI SANGH LTD"", ""sheet"": ""DBG"", ""site_code"": ""SINDUPALCH DBG"", ""service_start"": ""2024-12-04"", ""service_end"": ""2025-12-03"", ""cur"": ""NPR"", ""cur_value"": 6526585.0, ""usd_value"": 48306.0713942084}]"
,A1,Setidevi Dairy Cooperative Ltd (member of CDCAN),,False,,,,,,,cooperative,Dhulikhel Municipality-2,Kavrepalanchok,Bagmati,1051.0,1051.0,,,,Dairy,Livestock,Dairy,Integrated,,,0,,,,,0,,,0,,,0,,,,
,A2,Deurali Dairy Cooperative Ltd (member of CDCAN),,False,,,,,,,cooperative,Dhulikhel Municipality-2,Kavrepalanchok,Bagmati,389.0,389.0,,,,Dairy,Livestock,Dairy,Integrated,,,0,,,,,0,,,0,,,0,,,,
,A3,Milan Women Farmer's Group (under NFGF),,False,,,,,,,farmers_group,"Mandandeupur Municipality 06, Kavre",,Bagmati,27.0,27.0,,,,Vegetables,Agriculture / agroforestry,Vegetables,Farm-based,,,0,,,,,0,,,0,,,0,,,,
,A4,Sirjanshil Women Farmer Group (under NFGF),,False,,,,,,,farmers_group,"Indrawati RM- 10, Sindhupalchok",,Bagmati,25.0,25.0,143.0,,,Vegetables,Agriculture / agroforestry,Vegetables,Farm-based,,,0,,,,,0,,,0,,,0,,,,
,A5,"Chabeli Farmer Group, Makawanpur (under NFGF)",,False,,,,,,,farmers_group,"Bhimfedi RM-5, Makwanpur",,Bagmati,28.0,28.0,,,,Vegetables,Agriculture / agroforestry,Vegetables,Farm-based,,,0,,,,,0,,,0,,,0,,,,
,A6,Gangamala Farmer's Group (under NFGF),,False,,,,,,,farmers_group,"Bijayanagar RM- 3, Kapilvastu",,Lumbini,32.0,32.0,153.0,,,Agri products,Agriculture / agroforestry,Agri products,Farm-based,,,0,,,,,0,,,0,,,0,,,,
